IVId,ReadingId,Voltage,CurrentAmp
2542,255,0.5,8.9
2543,255,1.0,7.21
2544,255,1.5,7.31
2545,255,2.0,8.4
2546,255,2.5,7.62
2547,255,3.0,6.41
2548,255,3.5,6.81
2549,255,4.0,7.83
2550,255,4.5,6.32
2551,256,0.0,8.32
2552,256,0.5,7.05
2553,256,1.0,8.01
2554,256,1.5,6.79
2555,256,2.0,6.81
2556,256,2.5,7.57
2557,256,3.0,8.37
2558,256,3.5,6.39
2559,256,4.0,7.46
2560,256,4.5,6.35
2561,257,0.0,7.4
2562,257,0.5,7.97
2563,257,1.0,6.97
2564,257,1.5,7.49
2565,257,2.0,8.03
2566,257,2.5,8.27
2567,257,3.0,7.39
2568,257,3.5,6.72
2569,257,4.0,8.18
2570,257,4.5,7.39
2571,258,0.0,7.24
2572,258,0.5,8.37
2573,258,1.0,7.35
2574,258,1.5,8.05
2575,258,2.0,7.08
2576,258,2.5,6.64
2577,258,3.0,6.92
2578,258,3.5,7.73
2579,258,4.0,7.75
2580,258,4.5,6.19
2581,259,0.0,8.71
2582,259,0.5,8.06
2583,259,1.0,7.55
2584,259,1.5,8.59
2585,259,2.0,7.87
2586,259,2.5,7.69
2587,259,3.0,6.51
2588,259,3.5,7.65
2589,259,4.0,6.71
2590,259,4.5,7.22
2591,260,0.0,7.39
2592,260,0.5,8.63
2593,260,1.0,6.88
2594,260,1.5,7.46
2595,260,2.0,7.31
2596,260,2.5,6.99
2597,260,3.0,7.37
2598,260,3.5,7.49
2599,260,4.0,7.55
2600,260,4.5,6.21
2601,261,0.0,7.42
2602,261,0.5,8.64
2603,261,1.0,7.5
2604,261,1.5,7.28
2605,261,2.0,7.47
2606,261,2.5,7.34
2607,261,3.0,7.46
2608,261,3.5,8.27
2609,261,4.0,7.57
2610,261,4.5,6.68
2611,262,0.0,7.59
2612,262,0.5,7.23
2613,262,1.0,7.74
2614,262,1.5,8.61
2615,262,2.0,8.36
2616,262,2.5,8.34
2617,262,3.0,7.3
2618,262,3.5,6.37
2619,262,4.0,7.48
2620,262,4.5,6.15
2621,263,0.0,7.32
2622,263,0.5,8.9
2623,263,1.0,6.86
2624,263,1.5,8.36
2625,263,2.0,8.57
2626,263,2.5,7.5
2627,263,3.0,8.26
2628,263,3.5,7.03
2629,263,4.0,6.75
2630,263,4.5,8.09
2631,264,0.0,7.49
2632,264,0.5,7.66
2633,264,1.0,8.31
2634,264,1.5,7.77
2635,264,2.0,7.54
2636,264,2.5,7.4
2637,264,3.0,8.35
2638,264,3.5,7.41
2639,264,4.0,6.49
2640,264,4.5,7.79
2641,265,0.0,7.14
2642,265,0.5,7.24
2643,265,1.0,8.63
2644,265,1.5,6.96
2645,265,2.0,7.69
2646,265,2.5,8.49
2647,265,3.0,6.74
2648,265,3.5,8.14
2649,265,4.0,7.39
2650,265,4.5,7.66
2651,266,0.0,8.01
2652,266,0.5,8.9
2653,266,1.0,7.07
2654,266,1.5,8.46
2655,266,2.0,6.68
2656,266,2.5,7.54
2657,266,3.0,7.78
2658,266,3.5,7.85
2659,266,4.0,7.76
2660,266,4.5,6.29
2661,267,0.0,8.21
2662,267,0.5,8.0
2663,267,1.0,8.56
2664,267,1.5,8.06
2665,267,2.0,8.55
2666,267,2.5,8.08
2667,267,3.0,6.79
2668,267,3.5,6.53
2669,267,4.0,6.97
2670,267,4.5,7.28
2671,268,0.0,8.75
2672,268,0.5,7.67
2673,268,1.0,7.49
2674,268,1.5,8.35
2675,268,2.0,7.01
2676,268,2.5,6.95
2677,268,3.0,7.01
2678,268,3.5,8.07
2679,268,4.0,7.26
2680,268,4.5,7.42
2681,269,0.0,7.29
2682,269,0.5,8.37
2683,269,1.0,7.33
2684,269,1.5,7.35
2685,269,2.0,7.9
2686,269,2.5,8.4
2687,269,3.0,6.69
2688,269,3.5,7.95
2689,269,4.0,6.85
2690,269,4.5,7.83
2691,270,0.0,8.88
2692,270,0.5,8.2
2693,270,1.0,8.5
2694,270,1.5,8.53
2695,270,2.0,8.18
2696,270,2.5,8.18
2697,270,3.0,6.57
2698,270,3.5,7.5
2699,270,4.0,6.78
2700,270,4.5,7.9
2701,271,0.0,8.03
2702,271,0.5,8.8
2703,271,1.0,7.16
2704,271,1.5,7.04
2705,271,2.0,7.49
2706,271,2.5,7.98
2707,271,3.0,6.72
2708,271,3.5,6.9
2709,271,4.0,8.07
2710,271,4.5,7.49
2711,272,0.0,8.76
2712,272,0.5,8.48
2713,272,1.0,7.31
2714,272,1.5,8.52
2715,272,2.0,6.75
2716,272,2.5,7.15
2717,272,3.0,7.61
2718,272,3.5,7.87
2719,272,4.0,6.33
2720,272,4.5,7.35
2721,273,0.0,7.1
2722,273,0.5,8.28
2723,273,1.0,7.33
2724,273,1.5,8.03
2725,273,2.0,6.94
2726,273,2.5,7.72
2727,273,3.0,8.14
2728,273,3.5,7.88
2729,273,4.0,6.79
2730,273,4.5,6.5
2731,274,0.0,8.39
2732,274,0.5,8.12
2733,274,1.0,7.7
2734,274,1.5,7.15
2735,274,2.0,7.96
2736,274,2.5,7.98
2737,274,3.0,7.39
2738,274,3.5,6.63
2739,274,4.0,6.41
2740,274,4.5,6.98
2741,275,0.0,8.31
2742,275,0.5,8.07
2743,275,1.0,8.61
2744,275,1.5,8.1
2745,275,2.0,7.68
2746,275,2.5,7.42
2747,275,3.0,8.32
2748,275,3.5,7.86
2749,275,4.0,8.17
2750,275,4.5,7.42
2751,276,0.0,7.03
2752,276,0.5,8.81
2753,276,1.0,8.44
2754,276,1.5,7.96
2755,276,2.0,8.08
2756,276,2.5,7.61
2757,276,3.0,7.41
2758,276,3.5,7.1
2759,276,4.0,7.06
2760,276,4.5,7.95
2761,277,0.0,7.8
2762,277,0.5,7.11
2763,277,1.0,7.19
2764,277,1.5,7.79
2765,277,2.0,8.23
2766,277,2.5,8.19
2767,277,3.0,7.02
2768,277,3.5,6.54
2769,277,4.0,6.81
2770,277,4.5,6.75
2771,278,0.0,7.4
2772,278,0.5,7.53
2773,278,1.0,8.09
2774,278,1.5,7.7
2775,278,2.0,7.47
2776,278,2.5,7.55
2777,278,3.0,6.81
2778,278,3.5,8.19
2779,278,4.0,7.14
2780,278,4.5,7.97
2781,279,0.0,7.89
2782,279,0.5,7.05
2783,279,1.0,7.25
2784,279,1.5,6.8
2785,279,2.0,7.81
2786,279,2.5,6.87
2787,279,3.0,7.5
2788,279,3.5,8.24
2789,279,4.0,7.75
2790,279,4.5,7.91
2791,280,0.0,7.92
2792,280,0.5,7.47
2793,280,1.0,8.04
2794,280,1.5,6.85
2795,280,2.0,7.68
2796,280,2.5,7.24
2797,280,3.0,7.12
2798,280,3.5,7.68
2799,280,4.0,7.94
2800,280,4.5,7.68
2801,281,0.0,7.7
2802,281,0.5,7.24
2803,281,1.0,7.71
2804,281,1.5,8.26
2805,281,2.0,7.17
2806,281,2.5,7.34
2807,281,3.0,7.75
2808,281,3.5,6.51
2809,281,4.0,6.42
2810,281,4.5,7.03
2811,282,0.0,7.13
2812,282,0.5,8.5
2813,282,1.0,7.23
2814,282,1.5,8.55
2815,282,2.0,8.38
2816,282,2.5,6.56
2817,282,3.0,7.86
2818,282,3.5,7.05
2819,282,4.0,6.66
2820,282,4.5,6.76
2821,283,0.0,8.03
2822,283,0.5,7.29
2823,283,1.0,6.84
2824,283,1.5,7.22
2825,283,2.0,7.9
2826,283,2.5,7.59
2827,283,3.0,7.21
2828,283,3.5,6.47
2829,283,4.0,7.22
2830,283,4.5,7.17
2831,284,0.0,7.9
2832,284,0.5,7.61
2833,284,1.0,7.45
2834,284,1.5,8.3
2835,284,2.0,7.14
2836,284,2.5,6.96
2837,284,3.0,8.1
2838,284,3.5,7.06
2839,284,4.0,7.97
2840,284,4.5,6.43
2841,285,0.0,8.33
2842,285,0.5,7.7
2843,285,1.0,7.27
2844,285,1.5,8.03
2845,285,2.0,7.2
2846,285,2.5,6.68
2847,285,3.0,7.52
2848,285,3.5,7.88
2849,285,4.0,7.63
2850,285,4.5,7.15
2851,286,0.0,8.5
2852,286,0.5,8.74
2853,286,1.0,8.73
2854,286,1.5,8.61
2855,286,2.0,6.8
2856,286,2.5,7.11
2857,286,3.0,8.33
2858,286,3.5,7.06
2859,286,4.0,6.39
2860,286,4.5,7.59
2861,287,0.0,7.87
2862,287,0.5,8.27
2863,287,1.0,7.77
2864,287,1.5,7.46
2865,287,2.0,6.62
2866,287,2.5,7.33
2867,287,3.0,8.32
2868,287,3.5,6.46
2869,287,4.0,7.45
2870,287,4.5,7.36
2871,288,0.0,8.81
2872,288,0.5,7.4
2873,288,1.0,8.08
2874,288,1.5,7.12
2875,288,2.0,8.59
2876,288,2.5,8.02
2877,288,3.0,7.9
2878,288,3.5,8.17
2879,288,4.0,7.79
2880,288,4.5,6.17
2881,289,0.0,7.27
2882,289,0.5,8.49
2883,289,1.0,6.95
2884,289,1.5,7.32
2885,289,2.0,7.15
2886,289,2.5,7.88
2887,289,3.0,7.56
2888,289,3.5,7.42
2889,289,4.0,6.36
2890,289,4.5,7.59
2891,290,0.0,8.38
2892,290,0.5,7.52
2893,290,1.0,8.78
2894,290,1.5,6.88
2895,290,2.0,8.24
2896,290,2.5,7.19
2897,290,3.0,7.82
2898,290,3.5,7.32
2899,290,4.0,6.31
2900,290,4.5,7.99
2901,291,0.0,7.73
2902,291,0.5,8.19
2903,291,1.0,7.87
2904,291,1.5,7.9
2905,291,2.0,8.47
2906,291,2.5,7.85
2907,291,3.0,7.09
2908,291,3.5,7.14
2909,291,4.0,7.11
2910,291,4.5,6.99
2911,292,0.0,8.99
2912,292,0.5,8.64
2913,292,1.0,8.29
2914,292,1.5,7.65
2915,292,2.0,7.26
2916,292,2.5,7.49
2917,292,3.0,7.61
2918,292,3.5,7.21
2919,292,4.0,6.85
2920,292,4.5,6.75
2921,293,0.0,7.94
2922,293,0.5,8.72
2923,293,1.0,8.13
2924,293,1.5,8.34
2925,293,2.0,7.37
2926,293,2.5,7.86
2927,293,3.0,6.45
2928,293,3.5,7.79
2929,293,4.0,7.42
2930,293,4.5,8.03
2931,294,0.0,8.31
2932,294,0.5,8.41
2933,294,1.0,7.71
2934,294,1.5,8.16
2935,294,2.0,8.41
2936,294,2.5,8.23
2937,294,3.0,7.34
2938,294,3.5,7.9
2939,294,4.0,6.86
2940,294,4.5,7.31
2941,295,0.0,8.18
2942,295,0.5,8.43
2943,295,1.0,7.06
2944,295,1.5,8.58
2945,295,2.0,7.9
2946,295,2.5,7.47
2947,295,3.0,7.81
2948,295,3.5,6.48
2949,295,4.0,6.68
2950,295,4.5,6.17
2951,296,0.0,8.81
2952,296,0.5,7.54
2953,296,1.0,8.6
2954,296,1.5,7.23
2955,296,2.0,8.43
2956,296,2.5,8.04
2957,296,3.0,7.33
2958,296,3.5,8.09
2959,296,4.0,7.22
2960,296,4.5,7.81
2961,297,0.0,7.38
2962,297,0.5,8.47
2963,297,1.0,7.84
2964,297,1.5,7.17
2965,297,2.0,7.98
2966,297,2.5,7.05
2967,297,3.0,7.03
2968,297,3.5,6.51
2969,297,4.0,6.44
2970,297,4.5,6.68
2971,298,0.0,8.33
2972,298,0.5,7.41
2973,298,1.0,7.75
2974,298,1.5,8.1
2975,298,2.0,8.02
2976,298,2.5,7.52
2977,298,3.0,7.58
2978,298,3.5,8.26
2979,298,4.0,8.02
2980,298,4.5,6.95
2981,299,0.0,7.39
2982,299,0.5,8.79
2983,299,1.0,8.47
2984,299,1.5,6.83
2985,299,2.0,6.72
2986,299,2.5,8.1
2987,299,3.0,6.74
2988,299,3.5,8.14
2989,299,4.0,6.77
2990,299,4.5,7.86
2991,300,0.0,7.92
2992,300,0.5,8.58
2993,300,1.0,7.66
2994,300,1.5,7.11
2995,300,2.0,7.06
2996,300,2.5,8.25
2997,300,3.0,8.06
2998,300,3.5,6.61
2999,300,4.0,6.39
3000,300,4.5,6.51
3001,301,0.0,7.99
3002,301,0.5,8.27
3003,301,1.0,7.02
3004,301,1.5,8.67
3005,301,2.0,8.59
3006,301,2.5,7.2
3007,301,3.0,6.99
3008,301,3.5,6.57
3009,301,4.0,7.58
3010,301,4.5,6.92
3011,302,0.0,7.01
3012,302,0.5,7.99
3013,302,1.0,7.32
3014,302,1.5,8.54
3015,302,2.0,7.14
3016,302,2.5,7.04
3017,302,3.0,6.58
3018,302,3.5,7.31
3019,302,4.0,7.75
3020,302,4.5,7.81
3021,303,0.0,8.5
3022,303,0.5,7.77
3023,303,1.0,8.26
3024,303,1.5,7.73
3025,303,2.0,8.17
3026,303,2.5,8.02
3027,303,3.0,7.73
3028,303,3.5,6.87
3029,303,4.0,6.25
3030,303,4.5,7.05
3031,304,0.0,8.79
3032,304,0.5,8.45
3033,304,1.0,7.13
3034,304,1.5,7.72
3035,304,2.0,8.09
3036,304,2.5,7.86
3037,304,3.0,7.39
3038,304,3.5,7.08
3039,304,4.0,6.51
3040,304,4.5,7.29
3041,305,0.0,8.97
3042,305,0.5,8.19
3043,305,1.0,7.55
3044,305,1.5,8.65
3045,305,2.0,6.6
3046,305,2.5,7.21
3047,305,3.0,8.04
3048,305,3.5,6.45
3049,305,4.0,7.32
3050,305,4.5,6.5
3051,306,0.0,8.89
3052,306,0.5,8.61
3053,306,1.0,7.33
3054,306,1.5,8.35
3055,306,2.0,7.05
3056,306,2.5,7.41
3057,306,3.0,7.89
3058,306,3.5,7.76
3059,306,4.0,7.34
3060,306,4.5,6.77
3061,307,0.0,8.45
3062,307,0.5,7.42
3063,307,1.0,8.3
3064,307,1.5,8.63
3065,307,2.0,6.99
3066,307,2.5,6.58
3067,307,3.0,7.79
3068,307,3.5,7.82
3069,307,4.0,7.47
3070,307,4.5,7.74
3071,308,0.0,7.46
3072,308,0.5,7.12
3073,308,1.0,7.93
3074,308,1.5,8.29
3075,308,2.0,6.68
3076,308,2.5,7.3
3077,308,3.0,6.51
3078,308,3.5,8.06
3079,308,4.0,7.72
3080,308,4.5,7.11
3081,309,0.0,8.67
3082,309,0.5,7.0
3083,309,1.0,7.02
3084,309,1.5,8.44
3085,309,2.0,8.04
3086,309,2.5,8.11
3087,309,3.0,6.6
3088,309,3.5,7.14
3089,309,4.0,7.7
3090,309,4.5,7.42
3091,310,0.0,7.78
3092,310,0.5,7.55
3093,310,1.0,7.39
3094,310,1.5,7.58
3095,310,2.0,7.9
3096,310,2.5,7.52
3097,310,3.0,7.99
3098,310,3.5,8.29
3099,310,4.0,6.49
3100,310,4.5,8.05
3101,311,0.0,7.34
3102,311,0.5,7.8
3103,311,1.0,7.38
3104,311,1.5,7.36
3105,311,2.0,6.73
3106,311,2.5,7.24
3107,311,3.0,7.14
3108,311,3.5,7.12
3109,311,4.0,7.32
3110,311,4.5,7.41
3111,312,0.0,7.99
3112,312,0.5,7.68
3113,312,1.0,7.66
3114,312,1.5,7.44
3115,312,2.0,7.64
3116,312,2.5,7.23
3117,312,3.0,8.02
3118,312,3.5,7.08
3119,312,4.0,7.71
3120,312,4.5,8.03
3121,313,0.0,8.52
3122,313,0.5,8.74
3123,313,1.0,7.51
3124,313,1.5,7.59
3125,313,2.0,7.49
3126,313,2.5,8.1
3127,313,3.0,7.09
3128,313,3.5,7.62
3129,313,4.0,7.14
3130,313,4.5,6.51
3131,314,0.0,8.74
3132,314,0.5,8.88
3133,314,1.0,8.32
3134,314,1.5,6.93
3135,314,2.0,7.21
3136,314,2.5,6.89
3137,314,3.0,6.42
3138,314,3.5,7.76
3139,314,4.0,6.74
3140,314,4.5,6.15
3141,315,0.0,7.19
3142,315,0.5,8.33
3143,315,1.0,7.48
3144,315,1.5,7.79
3145,315,2.0,7.49
3146,315,2.5,8.47
3147,315,3.0,7.93
3148,315,3.5,6.76
3149,315,4.0,6.52
3150,315,4.5,7.22
3151,316,0.0,8.29
3152,316,0.5,6.99
3153,316,1.0,8.39
3154,316,1.5,7.2
3155,316,2.0,6.78
3156,316,2.5,6.64
3157,316,3.0,7.53
3158,316,3.5,6.7
3159,316,4.0,6.57
3160,316,4.5,7.05
3161,317,0.0,8.5
3162,317,0.5,7.22
3163,317,1.0,6.9
3164,317,1.5,7.85
3165,317,2.0,7.66
3166,317,2.5,8.09
3167,317,3.0,7.57
3168,317,3.5,6.57
3169,317,4.0,6.45
3170,317,4.5,7.87
3171,318,0.0,7.92
3172,318,0.5,6.91
3173,318,1.0,7.17
3174,318,1.5,8.6
3175,318,2.0,6.74
3176,318,2.5,6.54
3177,318,3.0,7.99
3178,318,3.5,7.1
3179,318,4.0,8.03
3180,318,4.5,7.32
3181,319,0.0,7.97
3182,319,0.5,8.37
3183,319,1.0,8.55
3184,319,1.5,8.22
3185,319,2.0,7.17
3186,319,2.5,8.22
3187,319,3.0,7.84
3188,319,3.5,6.52
3189,319,4.0,6.56
3190,319,4.5,6.22
3191,320,0.0,7.92
3192,320,0.5,8.89
3193,320,1.0,7.1
3194,320,1.5,7.92
3195,320,2.0,7.82
3196,320,2.5,7.78
3197,320,3.0,8.17
3198,320,3.5,6.69
3199,320,4.0,7.78
3200,320,4.5,6.94
3201,321,0.0,8.09
3202,321,0.5,8.14
3203,321,1.0,8.38
3204,321,1.5,7.3
3205,321,2.0,6.61
3206,321,2.5,7.37
3207,321,3.0,7.8
3208,321,3.5,7.11
3209,321,4.0,6.96
3210,321,4.5,7.66
3211,322,0.0,7.28
3212,322,0.5,7.73
3213,322,1.0,7.21
3214,322,1.5,8.69
3215,322,2.0,7.12
3216,322,2.5,7.12
3217,322,3.0,7.3
3218,322,3.5,8.14
3219,322,4.0,6.43
3220,322,4.5,7.93
3221,323,0.0,8.72
3222,323,0.5,8.23
3223,323,1.0,7.01
3224,323,1.5,7.57
3225,323,2.0,6.88
3226,323,2.5,7.65
3227,323,3.0,6.64
3228,323,3.5,7.86
3229,323,4.0,7.13
3230,323,4.5,7.78
3231,324,0.0,7.01
3232,324,0.5,8.76
3233,324,1.0,7.63
3234,324,1.5,8.22
3235,324,2.0,7.66
3236,324,2.5,6.58
3237,324,3.0,7.4
3238,324,3.5,7.7
3239,324,4.0,7.37
3240,324,4.5,6.24
3241,325,0.0,8.2
3242,325,0.5,8.21
3243,325,1.0,7.18
3244,325,1.5,7.66
3245,325,2.0,7.14
3246,325,2.5,8.18
3247,325,3.0,8.07
3248,325,3.5,6.5
3249,325,4.0,7.62
3250,325,4.5,6.27
3251,326,0.0,8.59
3252,326,0.5,7.33
3253,326,1.0,7.57
3254,326,1.5,7.65
3255,326,2.0,8.25
3256,326,2.5,7.09
3257,326,3.0,7.28
3258,326,3.5,7.1
3259,326,4.0,6.54
3260,326,4.5,6.58
3261,327,0.0,8.04
3262,327,0.5,7.08
3263,327,1.0,8.43
3264,327,1.5,8.41
3265,327,2.0,7.28
3266,327,2.5,6.89
3267,327,3.0,8.3
3268,327,3.5,6.82
3269,327,4.0,6.79
3270,327,4.5,7.65
3271,328,0.0,7.83
3272,328,0.5,7.84
3273,328,1.0,8.38
3274,328,1.5,7.7
3275,328,2.0,8.56
3276,328,2.5,7.54
3277,328,3.0,8.3
3278,328,3.5,6.83
3279,328,4.0,7.3
3280,328,4.5,7.31
3281,329,0.0,7.55
3282,329,0.5,8.32
3283,329,1.0,7.22
3284,329,1.5,8.26
3285,329,2.0,8.49
3286,329,2.5,7.72
3287,329,3.0,7.12
3288,329,3.5,7.85
3289,329,4.0,8.1
3290,329,4.5,6.78
3291,330,0.0,7.26
3292,330,0.5,8.54
3293,330,1.0,6.98
3294,330,1.5,8.27
3295,330,2.0,8.21
3296,330,2.5,8.35
3297,330,3.0,7.08
3298,330,3.5,6.58
3299,330,4.0,6.81
3300,330,4.5,8.06
3301,331,0.0,8.45
3302,331,0.5,8.74
3303,331,1.0,7.38
3304,331,1.5,6.85
3305,331,2.0,8.49
3306,331,2.5,7.92
3307,331,3.0,7.61
3308,331,3.5,8.0
3309,331,4.0,6.72
3310,331,4.5,6.83
3311,332,0.0,8.95
3312,332,0.5,8.74
3313,332,1.0,7.49
3314,332,1.5,7.23
3315,332,2.0,6.89
3316,332,2.5,7.79
3317,332,3.0,7.7
3318,332,3.5,6.35
3319,332,4.0,6.55
3320,332,4.5,7.76
3321,333,0.0,7.43
3322,333,0.5,6.94
3323,333,1.0,8.35
3324,333,1.5,7.88
3325,333,2.0,7.75
3326,333,2.5,8.03
3327,333,3.0,8.24
3328,333,3.5,7.65
3329,333,4.0,6.26
3330,333,4.5,6.12
3331,334,0.0,8.84
3332,334,0.5,8.58
3333,334,1.0,7.29
3334,334,1.5,6.73
3335,334,2.0,7.22
3336,334,2.5,7.37
3337,334,3.0,6.76
3338,334,3.5,6.34
3339,334,4.0,6.95
3340,334,4.5,7.74
3341,335,0.0,8.02
3342,335,0.5,8.45
3343,335,1.0,7.28
3344,335,1.5,8.38
3345,335,2.0,6.83
3346,335,2.5,6.82
3347,335,3.0,8.02
3348,335,3.5,7.28
3349,335,4.0,8.08
3350,335,4.5,6.43
3351,336,0.0,7.77
3352,336,0.5,8.45
3353,336,1.0,7.58
3354,336,1.5,7.48
3355,336,2.0,7.4
3356,336,2.5,8.27
3357,336,3.0,7.53
3358,336,3.5,6.83
3359,336,4.0,7.97
3360,336,4.5,6.74
3361,337,0.0,7.75
3362,337,0.5,7.43
3363,337,1.0,8.4
3364,337,1.5,8.58
3365,337,2.0,8.3
3366,337,2.5,7.32
3367,337,3.0,8.29
3368,337,3.5,7.07
3369,337,4.0,7.19
3370,337,4.5,7.46
3371,338,0.0,7.55
3372,338,0.5,7.67
3373,338,1.0,8.18
3374,338,1.5,8.27
3375,338,2.0,8.57
3376,338,2.5,6.67
3377,338,3.0,7.94
3378,338,3.5,7.54
3379,338,4.0,7.34
3380,338,4.5,6.49
3381,339,0.0,8.02
3382,339,0.5,8.77
3383,339,1.0,7.48
3384,339,1.5,6.75
3385,339,2.0,8.57
3386,339,2.5,8.19
3387,339,3.0,7.8
3388,339,3.5,7.24
3389,339,4.0,8.0
3390,339,4.5,7.31
3391,340,0.0,7.92
3392,340,0.5,7.07
3393,340,1.0,7.76
3394,340,1.5,6.81
3395,340,2.0,8.21
3396,340,2.5,6.62
3397,340,3.0,7.32
3398,340,3.5,7.11
3399,340,4.0,7.76
3400,340,4.5,6.75
3401,341,0.0,7.88
3402,341,0.5,8.18
3403,341,1.0,8.65
3404,341,1.5,7.94
3405,341,2.0,7.94
3406,341,2.5,8.35
3407,341,3.0,7.49
3408,341,3.5,6.78
3409,341,4.0,7.98
3410,341,4.5,7.45
3411,342,0.0,8.14
3412,342,0.5,7.0
3413,342,1.0,7.62
3414,342,1.5,7.36
3415,342,2.0,7.95
3416,342,2.5,6.72
3417,342,3.0,6.42
3418,342,3.5,7.13
3419,342,4.0,7.5
3420,342,4.5,7.75
3421,343,0.0,8.94
3422,343,0.5,7.43
3423,343,1.0,7.02
3424,343,1.5,6.97
3425,343,2.0,8.12
3426,343,2.5,8.32
3427,343,3.0,6.47
3428,343,3.5,7.83
3429,343,4.0,6.45
3430,343,4.5,7.54
3431,344,0.0,7.65
3432,344,0.5,7.16
3433,344,1.0,7.05
3434,344,1.5,7.7
3435,344,2.0,6.74
3436,344,2.5,6.7
3437,344,3.0,7.67
3438,344,3.5,7.06
3439,344,4.0,7.03
3440,344,4.5,7.23
3441,345,0.0,7.63
3442,345,0.5,8.76
3443,345,1.0,8.37
3444,345,1.5,8.17
3445,345,2.0,7.03
3446,345,2.5,8.49
3447,345,3.0,8.01
3448,345,3.5,6.67
3449,345,4.0,6.7
3450,345,4.5,6.43
3451,346,0.0,7.74
3452,346,0.5,8.79
3453,346,1.0,8.57
3454,346,1.5,6.92
3455,346,2.0,7.72
3456,346,2.5,7.69
3457,346,3.0,7.49
3458,346,3.5,7.09
3459,346,4.0,6.92
3460,346,4.5,7.59
3461,347,0.0,8.74
3462,347,0.5,7.25
3463,347,1.0,6.94
3464,347,1.5,7.17
3465,347,2.0,7.76
3466,347,2.5,7.43
3467,347,3.0,7.03
3468,347,3.5,8.06
3469,347,4.0,6.94
3470,347,4.5,8.01
3471,348,0.0,8.51
3472,348,0.5,7.21
3473,348,1.0,7.29
3474,348,1.5,8.14
3475,348,2.0,7.28
3476,348,2.5,7.87
3477,348,3.0,7.33
3478,348,3.5,8.08
3479,348,4.0,6.72
3480,348,4.5,7.62
3481,349,0.0,8.32
3482,349,0.5,8.87
3483,349,1.0,8.06
3484,349,1.5,8.15
3485,349,2.0,8.36
3486,349,2.5,6.59
3487,349,3.0,7.53
3488,349,3.5,7.26
3489,349,4.0,7.89
3490,349,4.5,6.61
3491,350,0.0,7.46
3492,350,0.5,7.14
3493,350,1.0,8.66
3494,350,1.5,6.9
3495,350,2.0,8.11
3496,350,2.5,7.19
3497,350,3.0,6.73
3498,350,3.5,7.07
3499,350,4.0,6.76
3500,350,4.5,6.86
3501,351,0.0,8.88
3502,351,0.5,8.67
3503,351,1.0,8.18
3504,351,1.5,8.45
3505,351,2.0,8.19
3506,351,2.5,7.75
3507,351,3.0,7.49
3508,351,3.5,7.25
3509,351,4.0,7.16
3510,351,4.5,6.34
3511,352,0.0,7.31
3512,352,0.5,7.18
3513,352,1.0,7.64
3514,352,1.5,7.05
3515,352,2.0,8.1
3516,352,2.5,7.79
3517,352,3.0,8.19
3518,352,3.5,8.0
3519,352,4.0,7.77
3520,352,4.5,7.33
3521,353,0.0,7.73
3522,353,0.5,8.12
3523,353,1.0,8.16
3524,353,1.5,7.82
3525,353,2.0,8.13
3526,353,2.5,8.12
3527,353,3.0,7.73
3528,353,3.5,6.62
3529,353,4.0,7.91
3530,353,4.5,7.19
3531,354,0.0,7.82
3532,354,0.5,7.41
3533,354,1.0,8.27
3534,354,1.5,8.36
3535,354,2.0,7.12
3536,354,2.5,7.23
3537,354,3.0,7.62
3538,354,3.5,7.11
3539,354,4.0,7.04
3540,354,4.5,7.43
3541,355,0.0,8.56
3542,355,0.5,7.15
3543,355,1.0,7.36
3544,355,1.5,7.83
3545,355,2.0,7.48
3546,355,2.5,7.46
3547,355,3.0,7.74
3548,355,3.5,6.67
3549,355,4.0,7.75
3550,355,4.5,6.13
3551,356,0.0,7.12
3552,356,0.5,8.64
3553,356,1.0,8.31
3554,356,1.5,8.22
3555,356,2.0,7.63
3556,356,2.5,7.3
3557,356,3.0,6.58
3558,356,3.5,7.13
3559,356,4.0,6.48
3560,356,4.5,7.83
3561,357,0.0,8.04
3562,357,0.5,7.06
3563,357,1.0,7.29
3564,357,1.5,7.24
3565,357,2.0,7.06
3566,357,2.5,7.45
3567,357,3.0,8.14
3568,357,3.5,8.12
3569,357,4.0,8.16
3570,357,4.5,7.41
3571,358,0.0,7.92
3572,358,0.5,8.38
3573,358,1.0,7.38
3574,358,1.5,7.12
3575,358,2.0,8.1
3576,358,2.5,7.12
3577,358,3.0,8.15
3578,358,3.5,7.67
3579,358,4.0,6.97
3580,358,4.5,6.79
3581,359,0.0,8.57
3582,359,0.5,7.78
3583,359,1.0,7.08
3584,359,1.5,8.11
3585,359,2.0,7.98
3586,359,2.5,8.49
3587,359,3.0,8.12
3588,359,3.5,7.26
3589,359,4.0,6.41
3590,359,4.5,7.36
3591,360,0.0,7.65
3592,360,0.5,8.83
3593,360,1.0,8.18
3594,360,1.5,7.0
3595,360,2.0,7.37
3596,360,2.5,7.09
3597,360,3.0,6.86
3598,360,3.5,6.54
3599,360,4.0,7.28
3600,360,4.5,7.47
3601,361,0.0,7.37
3602,361,0.5,7.61
3603,361,1.0,7.58
3604,361,1.5,8.21
3605,361,2.0,7.14
3606,361,2.5,6.95
3607,361,3.0,8.23
3608,361,3.5,7.68
3609,361,4.0,7.22
3610,361,4.5,6.14
3611,362,0.0,7.92
3612,362,0.5,7.03
3613,362,1.0,7.85
3614,362,1.5,6.84
3615,362,2.0,6.67
3616,362,2.5,7.55
