ReadingId,SubId,Timestamp,ReadTime,Wattage,Plant,ToolName,ToolLine,PassFail,CreatedAt
232,FS-2026-0232,2026-08-02 23:51:00,1.2,272.86,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
233,FS-2026-0233,2026-08-19 12:23:00,2.54,298.75,Toledo,Boiler,A,0,2026-09-11 18:08:51
234,FS-2026-0234,2026-08-09 12:07:00,2.5,245.68,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
235,FS-2026-0235,2026-08-17 13:00:00,2.36,205.89,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
236,FS-2026-0236,2026-08-25 15:56:00,2.5,260.23,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
237,FS-2026-0237,2026-08-19 17:17:00,2.36,306.76,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
238,FS-2026-0238,2026-08-18 19:27:00,0.74,231.66,Toledo,Boiler,B,0,2026-09-11 18:08:51
239,FS-2026-0239,2026-08-22 03:35:00,2.95,343.67,Toledo,Flasher,B,0,2026-09-11 18:08:51
240,FS-2026-0240,2026-08-11 20:58:00,1.01,382.13,Toledo,Flasher,B,1,2026-09-11 18:08:51
241,FS-2026-0241,2026-08-08 22:55:00,1.15,376.9,Toledo,Flasher,B,1,2026-09-11 18:08:51
242,FS-2026-0242,2026-08-09 16:51:00,2.95,226.0,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
243,FS-2026-0243,2026-08-19 09:54:00,1.66,241.0,Toledo,Flasher,B,1,2026-09-11 18:08:51
244,FS-2026-0244,2026-08-13 07:52:00,2.85,292.11,Toledo,Boiler,B,1,2026-09-11 18:08:51
245,FS-2026-0245,2026-08-16 11:37:00,0.75,227.23,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
246,FS-2026-0246,2026-08-01 00:15:00,0.52,385.75,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
247,FS-2026-0247,2026-08-14 20:30:00,1.35,398.59,Toledo,Flasher,B,0,2026-09-11 18:08:51
248,FS-2026-0248,2026-08-01 03:41:00,1.14,328.46,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
249,FS-2026-0249,2026-08-25 14:01:00,0.93,289.48,Toledo,Boiler,B,1,2026-09-11 18:08:51
250,FS-2026-0250,2026-08-20 14:00:00,2.25,213.98,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
251,FS-2026-0251,2026-08-10 17:34:00,2.39,321.7,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
252,FS-2026-0252,2026-08-05 02:31:00,0.74,326.88,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
253,FS-2026-0253,2026-08-05 07:18:00,0.88,337.67,Toledo,Boiler,A,0,2026-09-11 18:08:51
254,FS-2026-0254,2026-08-26 16:22:00,2.34,269.84,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
255,FS-2026-0255,2026-08-25 05:33:00,1.3,282.18,Toledo,Boiler,A,1,2026-09-11 18:08:51
256,FS-2026-0256,2026-08-05 17:57:00,1.42,273.63,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
257,FS-2026-0257,2026-08-30 07:05:00,2.15,233.69,Toledo,Flasher,B,0,2026-09-11 18:08:51
258,FS-2026-0258,2026-08-21 18:47:00,2.95,329.88,Toledo,Boiler,A,0,2026-09-11 18:08:51
259,FS-2026-0259,2026-08-21 22:24:00,0.92,342.75,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
260,FS-2026-0260,2026-08-05 21:29:00,0.97,236.31,Toledo,Boiler,A,1,2026-09-11 18:08:51
261,FS-2026-0261,2026-08-13 00:08:00,0.54,382.67,Toledo,Boiler,B,1,2026-09-11 18:08:51
262,FS-2026-0262,2026-08-20 19:27:00,1.18,333.51,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
263,FS-2026-0263,2026-08-11 22:49:00,3.0,266.26,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
264,FS-2026-0264,2026-08-10 16:02:00,1.66,395.69,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
265,FS-2026-0265,2026-08-09 10:26:00,2.15,230.23,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
266,FS-2026-0266,2026-08-06 03:55:00,1.7,202.12,Toledo,Flasher,A,1,2026-09-11 18:08:51
267,FS-2026-0267,2026-08-06 07:15:00,2.16,361.23,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
268,FS-2026-0268,2026-08-11 06:39:00,1.8,367.19,Toledo,Flasher,A,0,2026-09-11 18:08:51
269,FS-2026-0269,2026-08-16 11:32:00,1.84,240.98,Toledo,Boiler,A,1,2026-09-11 18:08:51
270,FS-2026-0270,2026-08-27 00:40:00,2.6,209.43,Toledo,Flasher,B,1,2026-09-11 18:08:51
271,FS-2026-0271,2026-08-25 13:52:00,0.77,388.67,Toledo,Flasher,B,0,2026-09-11 18:08:51
272,FS-2026-0272,2026-08-10 13:53:00,1.0,310.02,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
273,FS-2026-0273,2026-08-08 09:08:00,0.93,270.56,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
274,FS-2026-0274,2026-08-08 00:25:00,2.37,309.67,Toledo,Boiler,A,0,2026-09-11 18:08:51
275,FS-2026-0275,2026-08-05 03:30:00,1.95,351.07,Toledo,Flasher,A,1,2026-09-11 18:08:51
276,FS-2026-0276,2026-08-24 07:45:00,2.79,219.68,Toledo,Flasher,B,0,2026-09-11 18:08:51
277,FS-2026-0277,2026-08-01 11:45:00,1.72,277.26,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
278,FS-2026-0278,2026-08-09 14:17:00,1.24,256.81,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
279,FS-2026-0279,2026-08-27 02:12:00,1.23,390.21,Toledo,Boiler,B,1,2026-09-11 18:08:51
280,FS-2026-0280,2026-08-28 08:57:00,2.72,296.32,Toledo,Boiler,B,0,2026-09-11 18:08:51
281,FS-2026-0281,2026-08-19 13:07:00,1.25,382.93,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
282,FS-2026-0282,2026-08-06 14:12:00,1.44,270.26,Toledo,Flasher,A,1,2026-09-11 18:08:51
283,FS-2026-0283,2026-08-08 13:52:00,1.74,332.98,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
284,FS-2026-0284,2026-08-20 16:28:00,2.72,267.42,Toledo,Boiler,A,0,2026-09-11 18:08:51
285,FS-2026-0285,2026-08-19 00:16:00,1.69,316.77,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
286,FS-2026-0286,2026-08-03 20:55:00,0.91,285.75,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
287,FS-2026-0287,2026-08-05 07:59:00,1.01,212.73,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
288,FS-2026-0288,2026-08-21 13:54:00,2.34,257.33,Toledo,Flasher,A,0,2026-09-11 18:08:51
289,FS-2026-0289,2026-08-20 10:22:00,2.56,374.93,Toledo,Flasher,B,0,2026-09-11 18:08:51
290,FS-2026-0290,2026-08-20 10:57:00,2.23,229.89,Toledo,Flasher,B,1,2026-09-11 18:08:51
291,FS-2026-0291,2026-08-23 02:25:00,2.09,239.66,Toledo,Flasher,B,1,2026-09-11 18:08:51
292,FS-2026-0292,2026-08-28 11:24:00,2.85,360.33,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
293,FS-2026-0293,2026-08-15 18:44:00,2.37,263.99,Toledo,Boiler,B,0,2026-09-11 18:08:51
294,FS-2026-0294,2026-08-08 10:01:00,1.64,317.36,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
295,FS-2026-0295,2026-08-25 14:59:00,1.68,249.66,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
296,FS-2026-0296,2026-08-21 17:43:00,2.17,301.51,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
297,FS-2026-0297,2026-08-15 07:40:00,0.68,349.87,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
298,FS-2026-0298,2026-08-24 17:53:00,2.13,352.16,Toledo,Flasher,A,1,2026-09-11 18:08:51
299,FS-2026-0299,2026-08-19 01:51:00,1.26,369.87,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
300,FS-2026-0300,2026-08-29 03:54:00,1.17,357.67,Toledo,Boiler,B,0,2026-09-11 18:08:51
301,FS-2026-0301,2026-08-07 14:12:00,1.79,316.54,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
302,FS-2026-0302,2026-08-06 03:39:00,1.35,202.35,Toledo,Flasher,B,0,2026-09-11 18:08:51
303,FS-2026-0303,2026-08-22 06:17:00,2.14,348.49,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
304,FS-2026-0304,2026-08-20 04:26:00,0.82,307.17,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
305,FS-2026-0305,2026-08-20 21:57:00,1.08,338.14,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
306,FS-2026-0306,2026-08-08 23:57:00,1.71,244.36,Toledo,Flasher,B,0,2026-09-11 18:08:51
307,FS-2026-0307,2026-08-20 22:09:00,1.28,246.42,Toledo,Boiler,A,0,2026-09-11 18:08:51
308,FS-2026-0308,2026-08-10 03:35:00,2.21,285.34,Toledo,Flasher,A,1,2026-09-11 18:08:51
309,FS-2026-0309,2026-08-16 14:56:00,2.86,286.16,Toledo,Flasher,B,0,2026-09-11 18:08:51
310,FS-2026-0310,2026-08-27 03:27:00,2.97,254.15,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
311,FS-2026-0311,2026-08-10 18:55:00,2.89,335.49,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
312,FS-2026-0312,2026-08-13 23:47:00,1.06,248.46,Toledo,Flasher,A,1,2026-09-11 18:08:51
313,FS-2026-0313,2026-08-10 21:45:00,1.51,372.55,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
314,FS-2026-0314,2026-08-20 03:45:00,1.28,278.63,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
315,FS-2026-0315,2026-08-15 08:56:00,0.56,230.92,Toledo,Boiler,A,1,2026-09-11 18:08:51
316,FS-2026-0316,2026-08-30 20:47:00,2.87,385.55,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
317,FS-2026-0317,2026-08-19 16:37:00,2.55,378.81,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
318,FS-2026-0318,2026-08-24 21:51:00,0.63,232.75,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
319,FS-2026-0319,2026-08-05 10:54:00,2.57,374.02,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
320,FS-2026-0320,2026-08-12 12:29:00,1.28,365.8,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
321,FS-2026-0321,2026-08-03 13:50:00,2.47,247.57,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
322,FS-2026-0322,2026-08-20 19:22:00,2.57,265.51,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
323,FS-2026-0323,2026-08-26 13:54:00,2.51,290.76,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
324,FS-2026-0324,2026-08-28 15:00:00,1.24,256.76,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
325,FS-2026-0325,2026-08-02 14:49:00,1.9,396.24,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
326,FS-2026-0326,2026-08-19 15:55:00,0.77,236.97,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
327,FS-2026-0327,2026-08-18 16:33:00,2.83,387.04,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
328,FS-2026-0328,2026-08-19 10:00:00,0.6,221.03,Toledo,Boiler,B,1,2026-09-11 18:08:51
329,FS-2026-0329,2026-08-29 04:33:00,0.63,246.03,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
330,FS-2026-0330,2026-08-28 09:19:00,1.76,217.8,Toledo,Flasher,B,1,2026-09-11 18:08:51
331,FS-2026-0331,2026-08-03 16:17:00,0.54,218.27,Toledo,Boiler,A,1,2026-09-11 18:08:51
332,FS-2026-0332,2026-08-20 23:20:00,1.55,290.39,Toledo,Boiler,A,0,2026-09-11 18:08:51
333,FS-2026-0333,2026-08-26 11:42:00,1.12,352.88,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
334,FS-2026-0334,2026-08-04 23:23:00,2.02,261.02,Toledo,Flasher,A,0,2026-09-11 18:08:51
335,FS-2026-0335,2026-08-06 01:47:00,1.45,340.9,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
336,FS-2026-0336,2026-08-24 13:09:00,0.79,342.96,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
337,FS-2026-0337,2026-08-20 07:51:00,1.7,200.52,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
338,FS-2026-0338,2026-08-27 08:01:00,1.86,254.8,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
339,FS-2026-0339,2026-08-30 05:39:00,2.14,268.33,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
340,FS-2026-0340,2026-08-30 21:25:00,0.56,263.27,Toledo,Boiler,A,1,2026-09-11 18:08:51
341,FS-2026-0341,2026-08-13 01:31:00,0.94,241.08,Toledo,Flasher,B,1,2026-09-11 18:08:51
342,FS-2026-0342,2026-08-05 10:07:00,2.56,380.52,Toledo,Flasher,A,1,2026-09-11 18:08:51
343,FS-2026-0343,2026-08-18 23:02:00,1.33,240.33,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
344,FS-2026-0344,2026-08-12 09:45:00,1.13,302.63,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
345,FS-2026-0345,2026-08-05 14:21:00,0.91,387.85,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
346,FS-2026-0346,2026-08-17 06:40:00,2.02,299.89,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
347,FS-2026-0347,2026-08-06 19:17:00,1.43,272.47,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
348,FS-2026-0348,2026-08-02 07:19:00,2.46,314.73,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
349,FS-2026-0349,2026-08-02 02:15:00,1.62,392.7,Toledo,Boiler,B,1,2026-09-11 18:08:51
350,FS-2026-0350,2026-08-15 16:52:00,1.06,288.55,Toledo,Boiler,B,1,2026-09-11 18:08:51
351,FS-2026-0351,2026-08-14 10:39:00,1.34,273.45,Toledo,Flasher,B,0,2026-09-11 18:08:51
352,FS-2026-0352,2026-08-28 03:52:00,2.23,334.01,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
353,FS-2026-0353,2026-08-05 20:41:00,2.45,364.55,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
354,FS-2026-0354,2026-08-19 22:39:00,2.17,204.8,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
355,FS-2026-0355,2026-08-20 16:18:00,1.1,316.86,Toledo,Flasher,A,0,2026-09-11 18:08:51
356,FS-2026-0356,2026-08-30 23:57:00,1.36,222.72,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
357,FS-2026-0357,2026-08-12 18:18:00,2.09,323.03,Toledo,Boiler,A,1,2026-09-11 18:08:51
358,FS-2026-0358,2026-08-17 05:42:00,1.17,225.08,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
359,FS-2026-0359,2026-08-26 22:03:00,1.64,333.74,Toledo,Flasher,B,1,2026-09-11 18:08:51
360,FS-2026-0360,2026-08-02 01:55:00,1.26,232.41,Toledo,Boiler,A,0,2026-09-11 18:08:51
361,FS-2026-0361,2026-08-21 22:06:00,2.28,348.57,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
362,FS-2026-0362,2026-08-15 08:57:00,1.64,201.31,Toledo,Boiler,B,0,2026-09-11 18:08:51
363,FS-2026-0363,2026-08-28 14:07:00,1.1,384.75,Toledo,Flasher,A,0,2026-09-11 18:08:51
364,FS-2026-0364,2026-08-08 08:03:00,0.93,336.96,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
365,FS-2026-0365,2026-08-27 02:15:00,2.93,334.74,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
366,FS-2026-0366,2026-08-11 18:40:00,2.67,251.58,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
367,FS-2026-0367,2026-08-06 07:42:00,0.74,360.08,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
368,FS-2026-0368,2026-08-10 09:10:00,2.31,305.61,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
369,FS-2026-0369,2026-08-10 04:49:00,1.03,238.11,Toledo,Boiler,A,1,2026-09-11 18:08:51
370,FS-2026-0370,2026-08-05 08:45:00,1.28,369.94,Toledo,Boiler,B,0,2026-09-11 18:08:51
371,FS-2026-0371,2026-08-09 14:34:00,2.33,313.77,Toledo,Boiler,A,0,2026-09-11 18:08:51
372,FS-2026-0372,2026-08-21 12:09:00,2.61,271.0,Toledo,Boiler,A,0,2026-09-11 18:08:51
373,FS-2026-0373,2026-08-23 03:28:00,1.24,301.04,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
374,FS-2026-0374,2026-08-08 13:24:00,1.04,368.92,Toledo,Flasher,B,0,2026-09-11 18:08:51
375,FS-2026-0375,2026-08-20 17:44:00,2.38,258.93,Toledo,Boiler,B,0,2026-09-11 18:08:51
376,FS-2026-0376,2026-08-11 22:09:00,2.07,306.4,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
377,FS-2026-0377,2026-08-27 12:09:00,1.26,232.25,Toledo,Boiler,B,0,2026-09-11 18:08:51
378,FS-2026-0378,2026-08-30 19:46:00,1.5,385.19,Toledo,Boiler,B,0,2026-09-11 18:08:51
379,FS-2026-0379,2026-08-25 19:33:00,1.68,353.97,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
380,FS-2026-0380,2026-08-26 19:34:00,1.6,387.78,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
381,FS-2026-0381,2026-08-10 02:30:00,0.56,388.52,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
382,FS-2026-0382,2026-08-06 08:48:00,1.84,347.07,Toledo,Boiler,A,1,2026-09-11 18:08:51
383,FS-2026-0383,2026-08-11 15:34:00,0.88,205.47,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
384,FS-2026-0384,2026-08-30 17:21:00,1.26,361.77,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
385,FS-2026-0385,2026-08-30 14:23:00,1.95,317.32,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
386,FS-2026-0386,2026-08-20 23:43:00,1.14,298.34,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
387,FS-2026-0387,2026-08-21 21:03:00,2.76,396.6,Toledo,Flasher,A,0,2026-09-11 18:08:51
388,FS-2026-0388,2026-08-02 01:16:00,1.99,337.56,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
389,FS-2026-0389,2026-08-07 23:29:00,1.96,264.01,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
390,FS-2026-0390,2026-08-11 07:36:00,1.66,295.97,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
391,FS-2026-0391,2026-08-24 12:41:00,2.31,268.19,Toledo,Boiler,B,1,2026-09-11 18:08:51
392,FS-2026-0392,2026-08-08 16:34:00,0.63,319.68,Toledo,Flasher,A,0,2026-09-11 18:08:51
393,FS-2026-0393,2026-08-30 13:48:00,2.45,220.02,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
394,FS-2026-0394,2026-08-05 11:39:00,1.11,344.27,Toledo,Flasher,B,0,2026-09-11 18:08:51
395,FS-2026-0395,2026-08-06 09:40:00,2.7,397.98,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
396,FS-2026-0396,2026-08-15 21:34:00,1.22,286.21,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
397,FS-2026-0397,2026-08-03 09:08:00,2.57,268.07,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
398,FS-2026-0398,2026-08-19 23:08:00,2.44,387.27,Toledo,Boiler,A,1,2026-09-11 18:08:51
399,FS-2026-0399,2026-08-11 20:06:00,2.24,309.18,Toledo,Flasher,B,1,2026-09-11 18:08:51
400,FS-2026-0400,2026-08-26 15:42:00,1.02,357.09,Toledo,Flasher,B,1,2026-09-11 18:08:51
401,FS-2026-0401,2026-08-08 08:59:00,1.93,272.2,Toledo,Flasher,A,0,2026-09-11 18:08:51
402,FS-2026-0402,2026-08-26 06:47:00,2.83,236.4,Toledo,Boiler,A,0,2026-09-11 18:08:51
403,FS-2026-0403,2026-08-22 05:28:00,2.63,272.79,Toledo,Boiler,A,0,2026-09-11 18:08:51
404,FS-2026-0404,2026-08-15 02:34:00,1.61,235.95,Toledo,Boiler,B,0,2026-09-11 18:08:51
405,FS-2026-0405,2026-08-20 19:07:00,1.3,377.38,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
406,FS-2026-0406,2026-08-16 02:02:00,2.48,314.77,Toledo,Flasher,B,1,2026-09-11 18:08:51
407,FS-2026-0407,2026-08-12 06:54:00,0.78,386.09,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
408,FS-2026-0408,2026-08-24 22:04:00,1.92,231.41,Toledo,Boiler,A,1,2026-09-11 18:08:51
409,FS-2026-0409,2026-08-27 04:35:00,2.82,367.97,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
410,FS-2026-0410,2026-08-18 08:36:00,2.57,200.4,Toledo,Boiler,A,1,2026-09-11 18:08:51
411,FS-2026-0411,2026-08-12 07:59:00,2.91,377.11,Toledo,Flasher,A,1,2026-09-11 18:08:51
412,FS-2026-0412,2026-08-29 11:42:00,2.91,384.12,Toledo,Flasher,A,0,2026-09-11 18:08:51
413,FS-2026-0413,2026-08-18 21:34:00,1.63,349.42,Toledo,Boiler,B,1,2026-09-11 18:08:51
414,FS-2026-0414,2026-08-18 09:51:00,0.64,339.56,Toledo,Flasher,A,1,2026-09-11 18:08:51
415,FS-2026-0415,2026-08-19 20:37:00,2.77,220.83,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
416,FS-2026-0416,2026-08-23 00:29:00,2.11,317.74,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
417,FS-2026-0417,2026-08-02 23:56:00,1.82,205.1,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
418,FS-2026-0418,2026-08-15 18:44:00,2.66,300.27,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
419,FS-2026-0419,2026-08-05 16:38:00,2.34,369.62,Toledo,Boiler,B,1,2026-09-11 18:08:51
420,FS-2026-0420,2026-08-19 12:23:00,2.71,305.99,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
421,FS-2026-0421,2026-08-12 02:42:00,0.86,371.49,Toledo,Flasher,B,0,2026-09-11 18:08:51
422,FS-2026-0422,2026-08-29 01:53:00,1.92,247.5,Toledo,Flasher,A,0,2026-09-11 18:08:51
423,FS-2026-0423,2026-08-04 12:16:00,1.02,297.79,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
424,FS-2026-0424,2026-08-09 09:25:00,1.8,291.3,Toledo,Boiler,B,1,2026-09-11 18:08:51
425,FS-2026-0425,2026-08-19 18:24:00,1.85,221.21,Toledo,Flasher,B,1,2026-09-11 18:08:51
426,FS-2026-0426,2026-08-29 01:21:00,0.6,345.58,Toledo,Boiler,B,1,2026-09-11 18:08:51
427,FS-2026-0427,2026-08-17 23:24:00,1.69,322.45,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
428,FS-2026-0428,2026-08-27 22:38:00,2.22,387.95,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
429,FS-2026-0429,2026-08-11 20:12:00,1.96,310.63,Toledo,Boiler,A,1,2026-09-11 18:08:51
430,FS-2026-0430,2026-08-06 23:20:00,2.3,369.05,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
431,FS-2026-0431,2026-08-03 02:49:00,0.56,397.04,Toledo,Boiler,B,1,2026-09-11 18:08:51
432,FS-2026-0432,2026-08-21 23:17:00,1.31,369.72,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
433,FS-2026-0433,2026-08-23 10:14:00,2.51,390.76,Toledo,Boiler,A,0,2026-09-11 18:08:51
434,FS-2026-0434,2026-08-08 09:46:00,0.66,351.23,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
435,FS-2026-0435,2026-08-22 16:30:00,2.21,207.87,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
436,FS-2026-0436,2026-08-10 04:17:00,2.86,323.25,Toledo,Boiler,A,0,2026-09-11 18:08:51
437,FS-2026-0437,2026-08-11 13:40:00,0.62,223.58,Toledo,Boiler,A,0,2026-09-11 18:08:51
438,FS-2026-0438,2026-08-12 17:11:00,2.18,201.38,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
439,FS-2026-0439,2026-08-20 03:28:00,2.15,267.12,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
440,FS-2026-0440,2026-08-20 20:21:00,1.52,204.8,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
441,FS-2026-0441,2026-08-09 08:18:00,1.03,339.48,Toledo,Flasher,B,1,2026-09-11 18:08:51
442,FS-2026-0442,2026-08-24 15:02:00,2.94,395.05,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
443,FS-2026-0443,2026-08-20 21:18:00,2.9,368.08,Toledo,Boiler,B,1,2026-09-11 18:08:51
444,FS-2026-0444,2026-08-11 01:38:00,0.66,282.67,Toledo,Boiler,A,0,2026-09-11 18:08:51
445,FS-2026-0445,2026-08-22 13:56:00,2.63,362.17,Toledo,Boiler,A,0,2026-09-11 18:08:51
446,FS-2026-0446,2026-08-22 15:12:00,1.12,333.14,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
447,FS-2026-0447,2026-08-02 17:03:00,0.9,281.49,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
448,FS-2026-0448,2026-08-25 14:16:00,2.67,251.58,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
449,FS-2026-0449,2026-08-05 15:09:00,2.02,326.3,Toledo,Flasher,B,0,2026-09-11 18:08:51
450,FS-2026-0450,2026-08-04 22:03:00,1.72,351.7,Toledo,Flasher,B,1,2026-09-11 18:08:51
451,FS-2026-0451,2026-08-07 21:39:00,1.37,331.78,Toledo,Boiler,A,1,2026-09-11 18:08:51
452,FS-2026-0452,2026-08-06 06:11:00,1.3,341.58,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
453,FS-2026-0453,2026-08-21 23:29:00,2.72,274.06,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
454,FS-2026-0454,2026-08-18 22:30:00,2.31,334.33,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
455,FS-2026-0455,2026-08-06 16:02:00,1.91,397.38,Toledo,Boiler,A,0,2026-09-11 18:08:51
456,FS-2026-0456,2026-08-18 06:48:00,2.68,206.45,Toledo,Flasher,B,1,2026-09-11 18:08:51
457,FS-2026-0457,2026-08-17 06:16:00,1.03,335.75,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
458,FS-2026-0458,2026-08-09 06:21:00,0.98,202.83,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
459,FS-2026-0459,2026-08-10 00:47:00,1.79,273.7,Toledo,Flasher,B,1,2026-09-11 18:08:51
460,FS-2026-0460,2026-08-09 17:34:00,0.58,210.61,Toledo,Boiler,A,1,2026-09-11 18:08:51
461,FS-2026-0461,2026-08-11 08:39:00,1.45,204.51,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
462,FS-2026-0462,2026-08-18 14:33:00,2.9,308.22,Toledo,Boiler,A,0,2026-09-11 18:08:51
463,FS-2026-0463,2026-08-07 16:17:00,2.87,235.51,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
